transfer_details_min_sending_amount,குறைந்தபட்சம் அனுப்பும் தொகை 10 $ CAD
transfer_details_select_other_receiving_method,பெறும் பிற முறையைத் தேர்ந்தெடுக்கவும்
transfer_details_choose_receiving_method,பணம் பெறும் முறையைத் தேர்வுசெய்க
transfer_details_amount_requires_level_upgrade,இந்த அனுப்பும் தொகை தேவை
transfer_details_level_n_verification,நிலை சரிபார்ப்பு
transfer_details_you_send,நீங்கள் அனுப்புங்கள்
transfer_details_they_receive,அவர்கள் பெறுகிறார்கள் & பெற்று விட்டார்கள்
payment_stepper_title,கட்டணம்
payment_select_payment_option,எந்த முறையில் பணம் செலுத்த போகின்றிர்கள்? & கட்டண விருப்பங்களில் ஒன்றைத் தேர்ந்தெடுக்கவும்
payment_wallet_payment,மின் அசல் மூலமாக(e-transfer) அனுப்புவது
payment_card_payment,வங்கி அட்டை (bank cards)
payment_choose_your_bank,நீங்கள் எந்த வங்கியில் இருந்து பணம் செலுத்த போகின்றிர்கள்? & உங்கள் வங்கியைத் தேர்வுசெய்க
payment_transfer_speed,பரிமாற்ற வேகம்
payment_pay_with_your_card,உங்கள் டெபிட் கார்டுடன் பணம் செலுத்துங்கள்
payment_name_on_the_card,அட்டையில் பெயர்
payment_card_number,அட்டை எண்
payment_expiry_date,காலாவதி தேதி
payment_security_code,பாதுகாப்பு குறியீடு
payment_select_other_payment_method,பிற கட்டண முறையைத் தேர்ந்தெடுக்கவும்
payment_not_able_to_validate_card,"மன்னிக்கவும்! உங்கள் அட்டையை எங்களால் சரிபார்க்க முடியவில்லை. தயவுசெய்து, நீங்கள் உள்ளிட்ட எண்களை இருமுறை சரிபார்க்கவும் அல்லது வேறு கட்டண முறையைத் தேர்ந்தெடுக்கவும்."
payment_failed_interac_payment,"மன்னிக்கவும்! உங்கள் கட்டணத்தை எங்களால் செயல்படுத்த முடியவில்லை. தயவுசெய்து, மீண்டும் முயற்சிக்கவும் அல்லது வேறு கட்டண முறையைத் தேர்ந்தெடுக்கவும்."
payment_card_number_length_error_msg,அட்டை எண்ணில் 16 இலக்கங்கள் இருக்க வேண்டும்
payment_expiry_date_length_error_msg,காலாவதி தேதியில் 4 இலக்கங்கள் இருக்க வேண்டும்
payment_security_code_length_error_msg,பாதுகாப்பு குறியீட்டில் 3 இலக்கங்கள் இருக்க வேண்டும்
payment_payment_option_unavailable,விரைவில் கிடைக்கும்
payment_payment_option_on_app,விரைவில் வலைக்கு வருகிறது. ஆப் ( App ) பயன்படுத்தவும்
payment_available_balance,இருப்பு தொகை $ CAD
payment_pay_with_wallet,செலுத்துங்கள் பணத்தை வாலிட்டில்
payment_enter_your_bank_info,உங்கள் வங்கி தகவலை உள்ளிடவும்
payment_bank_institution_number,வங்கி நிறுவன எண்
payment_transit_number,அனுப்பிய எண்
payment_account_number,வங்கி இலக்கம்
payment_confirm_your_identity,உங்கள் அடையாளத்தை உறுதிப்படுத்தவும்
payment_confirm_your_identity_message,"தயவுசெய்து, உங்கள் வலை கேமராவைப் பயன்படுத்தி உங்கள் ஐடியுடன் செல்ப்பி எடுத்துக் கொள்ளுங்கள். உங்கள் சாதனத்தில் வலை கேமரா இல்லையென்றால், உங்கள் தொலைபேசி அல்லது லாப்டப்பிலிருந்து இந்த படிநிலையை முடிக்க முடியும். எல்லா தகவல்களும், உங்கள் முகமும் தெரியும் என்பதை உறுதிப்படுத்திக் கொள்ளுங்கள், மேலும் புகைப்படத்தில் நல்ல தரம் உள்ளது."
payment_take_selfie_with_id,ஐடியுடன் செல்ப்பி எடுத்துக் கொள்ளுங்கள்
payment_institution_number_3_digits,நிறுவன எண்ணில் 3 இலக்கங்கள் இருக்க வேண்டும்
payment_selfie_instructions,"தயவுசெய்து, உங்கள் ஐடியுடன் செல்ப்பி செய்யுங்கள். உங்கள் ஐடி உங்கள் முகத்திற்கு அருகில் இருப்பதையும், அனைத்து தகவல்களும் தெளிவாக படிக்கக்கூடியதா என்பதையும் உறுதிப்படுத்திக் கொள்ளுங்கள்"
payment_eft_info_tooltip,இந்த தகவலை உங்கள் காசோலை புத்தகத்தில் அல்லது உங்கள் ஆன்லைன் வங்கி போர்ட்டலில் காணலாம்
payment_institution_no_validation_msg,நிறுவன எண்ணில் 3 இலக்கங்கள் இருக்க வேண்டும்
payment_transit_no_validation_msg,அனுப்புகின்ற எண்ணில் 5 இலக்கங்கள் இருக்க வேண்டும்
payment_link_your_bank_account,உங்கள் வங்கிக் கணக்கை இணைக்கவும்
eft_selection_list_select_bank_account,வங்கி கணக்கைத் தேர்ந்தெடுக்கவும்
eft_selection_list_add_new_bank_account,புதிய வங்கிக் கணக்கைச் சேர்க்கவும் +
review_stepper_title,விமர்சனம்
review_transfer_overview,அனுப்பிய விபரங்கள் & கண்ணோட்டத்தை மாற்றவும்
review_confirm_send,உறுதிசெய்து அனுப்புங்கள்
review_you_sending_to,நீங்கள் அனுப்புகிறீர்கள்
review_you_paying_with,நீங்கள் பணம் செலுத்துகிறீர்கள்
review_debit,டெபிட் கார்டு
review_interac,ஊடாடும் ( Interac )
review_eft,நேரடி திரும்பப் பெறுதல் (EFT)
review_interac_e_transfer,ஈ-பரிமாற்றம்
review_current_balance,வாலிட் இருப்பு
review_bill_payment,வில் கட்டணம்
review_payment_method,கட்டணம் செலுத்தும் முறை
review_card_information,காட் & அட்டை தகவல்
review_billing_address,வில்லிங் முகவரி
review_bank_code,வங்கி குறியீடு
review_code,குறியீடு
review_account_number,வங்கி இலக்கம்
review_address,முகவரி
review_location,இடம்
review_name,பெயர்
review_phone_number,தொலைபேசி இலக்கம்
review_bank,வங்கி பெயர்
review_money_debited,பணம் கழிகப்பட்டது
review_remaining_balance,மீதமுள்ள தொகை
review_payment_amount,கொடுப்பனவு தொகை
review_transit_no,அனுப்பிய எண்
review_account_no,வங்கி இலக்கம்
sender_stepper_title,அனுப்புநர்
flinks_OPERATION_PENDING,"சிறிது நேரத்தில் செயல்பாடு நிலுவையில் உள்ளது, சில நிமிடங்கள் கழித்து முயற்சிக்கவும்."
flinks_SUCCESS,உங்கள் கணக்கு வெற்றிகரமாக இணைக்கப்பட்டது
flinks_integration_error,உங்கள் வங்கிக் கணக்குடன் எங்களால் இணைக்க முடியவில்லை. சில நிமிடங்களில் மீண்டும் முயற்சிக்கவும்.
flinks_integration_progress,உங்கள் கணக்கை இணைக்க 3 நிமிடம் வரை ஆகலாம். விண்டோசை மூட வேண்டாம்.
transfer_purposes_family_expense,குடும்ப செலவு
transfer_purposes_life_expense,ஆயுள் செலவு
transfer_purposes_gift_expense,பரிசு செலவு
transfer_purposes_sponsoring,நிதியுதவி
transfer_purposes_travel_expense,பயண செலவு
transfer_purposes_business_expense,வணிக செலவு
transfer_purposes_purchasing_business_equipment,வணிக உபகரணங்கள் வாங்குதல்
transfer_purposes_investment,முதலீடு
transfer_purposes_providing_a_loan,கடன் வழங்குதல்
transfer_purposes_repaying_a_loan,கடனை திருப்பிச் செலுத்துதல்
transfer_purposes_education_expense,கல்வி செலவு
transfer_purposes_medical_expense,மருத்துவ செலவு
transfer_purposes_paying_bills,கட்டணம் செலுத்துதல்
payment_types_e-transfer,மின்& ஈ பரிமாற்றம்
payment_types_bill_payment,வில் கட்டணம்
payment_types_direct_withdrawal_(eft),நேரடி திரும்பப் பெறுதல் (EFT)
payment_types_debit,பற்று
payment_types_interac,ஊடாடும்
